ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,interval_m,lab_id,northing,pb_ppm,project_area,sample_id,sample_type,sb_ppm,zn_ppm,,,,,
,An6,,,FALSE,,,,,691,,,Shamkya,Q149,chip,,,,,,,
,An6,,,FALSE,,,,,692,,,Shamkya,Q150,chip,,,,,,,
,An6,,,FALSE,,,,,693,,,Shamkya,Q151,chip,,,,,,,
,An6,,,FALSE,,,,,694,,,Shamkya,Q152,chip,,,,,,,
,An6,,,FALSE,,,,,695,,,Shamkya,Q153,chip,,,,,,,
,An6,,,FALSE,,,,,696,,,Shamkya,Q154,chip,,,,,,,
,An6,,,FALSE,,,,,697,,,Shamkya,Q155,chip,,,,,,,
,An6,,,FALSE,,,,,698,,,Shamkya,Q156,chip,,,,,,,
,An6,,,FALSE,,,,,699,,,Shamkya,Q157,chip,,,,,,,
,An6,,,FALSE,,,,,700,,,Shamkya,Q158,chip,,,,,,,
,An6,,,FALSE,,,,,701,,,Shamkya,Q159,chip,,,,,,,
,An6,,,FALSE,,,,,702,,,Shamkya,Q160,chip,,,,,,,
,An6,,,FALSE,,,,,703,,,Shamkya,Q161,chip,,,,,,,
,An6,,,FALSE,,,,,704,,,Shamkya,Q162,chip,,,,,,,
,An6,,,FALSE,,,,,705,,,Shamkya,Q163,chip,,,,,,,
,An6,,,FALSE,,,,,706,,,Shamkya,Q164,chip,,,,,,,
,An6,,,FALSE,,,,,707,,,Shamkya,Q165,chip,,,,,,,
,An6,,,FALSE,,,,,708,,,Shamkya,Q166,chip,,,,,,,
,An6,,,FALSE,,,,,709,,,Shamkya,Q167,chip,,,,,,,
,An6,,,FALSE,,,,,710,,,Shamkya,Q168,chip,,,,,,,
,An6,,,FALSE,,,,,711,,,Shamkya,Q169,chip,,,,,,,
,An6,,,FALSE,,,,,712,,,Shamkya,Q170,chip,,,,,,,
,An6,,,FALSE,,,,,713,,,Shamkya,Q171,chip,,,,,,,
,An6,,,FALSE,,,,,714,,,Shamkya,Q172,chip,,,,,,,
,An6,,,FALSE,,,,,715,,,Shamkya,Q173,chip,,,,,,,
,An6,,,FALSE,,,,,716,,,Shamkya,Q174,chip,,,,,,,
,An6,,,FALSE,,,,,,,,Shamkya,,chip,,,,,,,
,An6,,,FALSE,,,,,717,,,Shamkya,Q175,chip,,,,,,,
,An6,,,FALSE,,,,,718,,,Shamkya,Q176,chip,,,,,,,
,An6,,,FALSE,,,,,719,,,Shamkya,Q177,chip,,,,,,,
,An6,,,FALSE,,,,,720,,,Shamkya,Q178,chip,,,,,,,
,An6,,,FALSE,,,,,721,,,Shamkya,Q179,chip,,,,,,,
,An6,,,FALSE,,,,,722,,,Shamkya,Q180,chip,,,,,,,
,An6,,,FALSE,,,,,723,,,Shamkya,Q181,chip,,,,,,,
,An6,,,FALSE,,,,,724,,,Shamkya,Q182,chip,,,,,,,
,An6,,,FALSE,,,,,725,,,Shamkya,Q183,chip,,,,,,,
,An6,,,FALSE,,,,,726,,,Shamkya,Q184,chip,,,,,,,
,An6,,,FALSE,,,,,727,,,Shamkya,Q185,chip,,,,,,,
,An6,,,FALSE,,,,,728,,,Shamkya,Q186,chip,,,,,,,
,An6,,,FALSE,,,,,729,,,Shamkya,Q187,chip,,,,,,,
,An6,,,FALSE,,,,,730,,,Shamkya,Q188,chip,,,,,,,
,An6,,,FALSE,,,,,731,,,Shamkya,Q189,chip,,,,,,,
,An6,,,FALSE,,,,,732,,,Shamkya,Q190,chip,,,,,,,
,An6,,,FALSE,,,,,733,,,Shamkya,Q191,chip,,,,,,,
,An6,,,FALSE,,,,,734,,,Shamkya,Q192,chip,,,,,,,
,An7,,,FALSE,,,,,,ppm,,Shamkya,,chip,,,,,,,
1.33,An7,13.8,1.42,FALSE,9.42,97.1,,,,1.29,202,Shamkya,RCH/012,chip,0.37,98,,,,,
0.07,An7,0.6,0.04,FALSE,2.34,2,,,,0.62,1.2,Shamkya,RCH/013,chip,0.1,5,,,,,
0.32,An7,47.6,1.18,FALSE,1.17,43.1,,,,1.77,15.9,Shamkya,RCH/014,chip,0.21,53,,,,,
0.01,An7,0.4,0.01,TRUE,0.02,2.2,,,,0.86,3.6,Shamkya,RCH/015,chip,0.05,2,,,,,
0.46,An7,121,0.73,FALSE,4.84,116.5,,,,6.1,27.9,Shamkya,RCH/016,chip,0.36,40,,,,,
0.75,An7,73.6,0.83,FALSE,17.8,163.5,,,,4.4,25.7,Shamkya,RCH/017,chip,0.31,30,,,,,
0.01,An7,3,0.01,TRUE,0.41,5.5,,,,13.05,2.4,Shamkya,RCH/018,chip,0.26,28,,,,,
0.01,An7,0.4,0.01,TRUE,0.02,3.7,,,,0.84,0.6,Shamkya,RCH/019,chip,0.06,3,,,,,
0.05,An7,5.4,0.01,TRUE,0.2,51.7,,,,61.2,7.6,Shamkya,RCH/020,chip,0.48,151,,,,,
0.03,An7,1.4,0.01,TRUE,0.12,3.8,,,,6.75,1.3,Shamkya,RCH/021,chip,0.14,30,,,,,
0.16,An7,3.1,0.01,TRUE,0.51,9.3,,,,4.37,2.4,Shamkya,RCH/022,chip,0.12,24,,,,,
0.02,An7,1.6,0.01,FALSE,0.08,4.8,,,,2.96,1.5,Shamkya,RCH/023,chip,0.15,36,,,,,
1.4,An7,61.2,10.25,FALSE,1035,10.7,,,,6.62,31.7,Shamkya,RCH/024,chip,1.3,41,,,,,
3.71,An7,5.4,0.01,FALSE,144,698,,,,9.39,63.4,Shamkya,RCH/025,chip,0.74,27,,,,,
57.6,An7,1.4,0.02,FALSE,132,1970,,,,0.65,184,Shamkya,RCH/026,chip,0.48,5,,,,,
0.24,An7,15.5,0.03,FALSE,35.7,34.5,,,,3.86,6,Shamkya,RCH/027,chip,0.45,10,,,,,
0.2,An7,6.9,0.01,FALSE,1.91,52.8,,,,6.01,5.5,Shamkya,RCH/028,chip,0.51,77,,,,,
0.22,An7,5.4,0.01,TRUE,1.73,122,,,,5.76,6.6,Shamkya,RCH/029,chip,0.36,73,,,,,
0.19,An7,1.6,0.01,TRUE,4.01,5.8,,,,1.89,5.7,Shamkya,RCH/030,chip,0.14,18,,,,,
0.06,An7,10.4,0.01,TRUE,0.1,9.6,,,,12.55,8,Shamkya,RCH/031,chip,0.95,65,,,,,
0.01,An7,0.4,0.01,TRUE,0.02,2,,,,0.72,3.4,Shamkya,RCH/032,chip,0.05,2,,,,,
0.06,An7,7.3,0.01,TRUE,0.18,7.5,,,,11,3.8,Shamkya,RCH/033,chip,0.47,23,,,,,
0.95,An7,2.3,0.02,FALSE,38.9,30.2,,,,1.89,14,Shamkya,RCH/034,chip,0.16,38,,,,,
0.02,An7,1.6,0.01,TRUE,0.09,18.7,,,,4.64,1.3,Shamkya,RCH/035,chip,0.06,33,,,,,
0.01,An7,0.7,0.01,TRUE,0.06,11.7,,,,1.83,0.7,Shamkya,RCH/036,chip,0.06,6,,,,,
6.42,An7,18.5,0.05,FALSE,115,83.2,,,,0.8,58.8,Shamkya,RCH/037,chip,0.48,35,,,,,
0.13,An7,9.9,0.14,FALSE,0.92,39.7,,,,2.48,9.6,Shamkya,RCH/119,chip,0.47,20,,,,,
0.03,An7,8.4,0.01,TRUE,0.04,7.8,,,,8.89,7.5,Shamkya,RCH/120,chip,0.16,204,,,,,
0.01,An7,0.3,0.01,TRUE,0.02,1.2,,,,0.84,1.1,Shamkya,RCH/121,chip,0.05,7,,,,,
2.22,An7,16.6,0.69,FALSE,26.1,85.4,,,,1.93,249,Shamkya,RCH/122,chip,1.04,103,,,,,
6.96,An7,278,2.7,FALSE,4.09,552,,,,2.41,31.2,Shamkya,RCH/123,chip,0.56,104,,,,,
0.19,An7,3.2,0.01,FALSE,1.82,6.5,,,,1.96,5.7,Shamkya,RCH/124,chip,0.07,29,,,,,
5.49,An7,7.8,0.03,FALSE,133,35,,,,2.15,149,Shamkya,RCH/125,chip,0.22,69,,,,,
0.18,An7,6.8,0.02,FALSE,3.3,22.3,,,,1.39,7,Shamkya,RCH/126,chip,0.17,28,,,,,
0.19,An7,118,0.47,FALSE,1.07,51.7,,,,1.15,12.1,Shamkya,RCH/127,chip,0.12,17,,,,,
0.75,An7,2.1,0.01,TRUE,5.75,5.4,,,,0.39,11.1,Shamkya,RCH/128,chip,0.08,5,,,,,
0.46,An7,4.8,0.01,FALSE,1.03,3.8,,,,0.47,10,Shamkya,RCH/129,chip,0.05,3,,,,,
,An6,,,FALSE,,,,,,,,Shamkya,,grab,,,,,,,
0.27,An6,44.8,0.02,TRUE,1.64,159,,,An6.T2.TR1.G1,,28.9,Shamkya,G/001,grab,2.06,118,,,,,
1.32,An6,17,1.98,FALSE,28.2,865,,,An6.T2.TR1.G2,,23.7,Shamkya,G/002,grab,0.51,39,,,,,
1.71,An6,24,9.23,FALSE,46.6,716,,,An6.T2.TR1.G3,,34.8,Shamkya,G/003,grab,0.56,24,,,,,
0.46,An6,43.5,0.03,FALSE,5.61,305,,,An6.T2.TR1.G4,,50.8,Shamkya,G/004,grab,0.66,49,,,,,
3.36,An6,24.2,1.49,FALSE,52.8,2680,,,An6.T2.TR2.G1,,52.3,Shamkya,G/007,grab,0.92,68,,,,,
0.16,An6,51.8,0.03,FALSE,0.66,205,,,An6.T2.TR2.G2,,2.6,Shamkya,G/008,grab,0.48,47,,,,,
0.11,An6,35,0.02,TRUE,0.83,117,,,An6.T2.TR2.G3,,1.8,Shamkya,G/009,grab,0.49,27,,,,,
0.09,An6,32.3,0.02,TRUE,0.34,83.8,,,An6.T2.TR3.G1,,4.1,Shamkya,G/010,grab,0.6,74,,,,,
0.16,An6,113.5,0.02,TRUE,1.61,23.1,,,An6.T2.TR4.G1,,2.6,Shamkya,G/011,grab,0.67,23,,,,,
0.32,An6,114,0.14,FALSE,2.14,115.5,,,An6.T2.TR5.G1,,12.5,Shamkya,G/012,grab,2.65,143,,,,,
0.15,An6,27.1,0.03,FALSE,0.97,13.4,,,An6.T2.TR6.G1,,6.9,Shamkya,G/013,grab,0.46,44,,,,,
0.34,An6,18.8,0.15,FALSE,1.7,40.9,,,An6.T2.TR6.G2,,13.7,Shamkya,G/014,grab,0.81,47,,,,,
0.06,An6,6.3,0.02,TRUE,0.04,5.5,,,An6.T2.TR6.G3,,0.6,Shamkya,G/015,grab,0.14,9,,,,,
0.01,An6,0.3,0.02,TRUE,0.02,2.4,,,An6.T2.TR6.G4,,4.5,Shamkya,G/017,grab,0.05,2,,,,,
0.13,An6,6.5,0.03,FALSE,0.42,19,,,An6.T2.TR6.G5,,4.1,Shamkya,G/018,grab,0.18,29,,,,,
0.03,An6,12.5,0.02,TRUE,0.08,3.8,,,An6.T2.TR7.G1,,0.5,Shamkya,G/019,grab,0.1,13,,,,,
0.18,An6,35.8,0.04,FALSE,1.1,48.1,,,An6.T2.TR7.G2,,12.3,Shamkya,G/021,grab,0.47,34,,,,,
0.39,An6,12.8,0.09,FALSE,1.28,21.1,,,An6.T2.TR7.G3,,13.9,Shamkya,G/022,grab,0.5,54,,,,,
0.34,An6,97.8,0.22,FALSE,1.54,45.4,,,An6.T2.TR7.G4,,18.5,Shamkya,G/023,grab,1.75,56,,,,,
0.17,An6,69.6,0.09,FALSE,2.39,71.2,,,An6.T2.TR16.G1,,13.4,Shamkya,G/024,grab,0.56,78,,,,,
0.21,An6,54.5,0.04,FALSE,3.7,81.5,,,An6.T2.TR16.G2,,10.3,Shamkya,G/025,grab,1.72,47,,,,,
0.15,An6,28.4,0.02,TRUE,0.94,36.9,,,An6.T3.TR1.G1,,3.6,Shamkya,G/026,grab,0.47,57,,,,,
0.2,An6,2.2,0.02,TRUE,0.27,57,,,An6.T3.TR3.G1,,2.9,Shamkya,G/027,grab,0.14,9,,,,,
0.14,An6,0.6,0.02,TRUE,0.02,32.6,,,An6.T3.TR5.G1,,1.5,Shamkya,G/028,grab,0.07,16,,,,,
0.12,An6,1,0.22,FALSE,0.02,42.9,,,An6.T3.TR6.G1,,1.2,Shamkya,G/029,grab,0.09,11,,,,,
3.83,An6,9.8,0.7,FALSE,25.4,352,,,An6.T3.TR7.G1,,172.5,Shamkya,G/030,grab,0.21,21,,,,,
0.52,An6,3,1.25,FALSE,0.68,122.5,,,An6.T3.TR7.G2,,13.5,Shamkya,G/031,grab,0.18,55,,,,,
0.11,An6,2.7,0.05,FALSE,0.03,101.5,,,An6.T3.TR8.G1,,2.2,Shamkya,G/032,grab,0.12,25,,,,,
0.19,An6,4.3,0.02,TRUE,0.43,76.1,,,An6.T3.TR9.G1,,13,Shamkya,G/033,grab,0.27,93,,,,,
0.18,An6,2.3,1.94,FALSE,0.1,9,,,An6.T3.TR9.G2,,3.6,Shamkya,G/035,grab,0.12,17,,,,,
0.02,An6,1.3,0.05,FALSE,0.05,5.3,,,An6.T3.TR9.G3,,2.1,Shamkya,G/036,grab,0.07,12,,,,,
0.03,An6,1.4,0.02,TRUE,0.02,9.8,,,An6.T3.TR9.G4,,2.1,Shamkya,G/037,grab,0.1,16,,,,,
0.03,An6,1.1,0.02,TRUE,0.02,13,,,An6.T3.TR9.G5,,0.9,Shamkya,G/038,grab,0.09,21,,,,,
0.02,An6,3.1,0.02,TRUE,0.13,29.8,,,An6.T3.TR9.G6,,4.3,Shamkya,G/039,grab,0.36,76,,,,,
0.02,An6,15.5,0.02,TRUE,0.01,12.8,,,An6.T3.TR11.G1,,3.5,Shamkya,G/040,grab,0.72,39,,,,,
0.09,An6,4.6,0.02,TRUE,0.53,54.6,,,An6.T3.TR11.G2,,25.8,Shamkya,G/041,grab,0.16,137,,,,,
0.09,An6,2.2,0.02,TRUE,0.5,57.1,,,An6.T5.TR1.G1,,22,Shamkya,G/042,grab,0.11,29,,,,,
0.03,An6,0.8,0.02,TRUE,0.12,5.6,,,An6.T5.TR2.G1,,2.9,Shamkya,G/043,grab,0.05,9,,,,,
5.34,An6,4.4,0.68,FALSE,48.9,174.5,,,An6.T5.TR2.G2,,147,Shamkya,G/044,grab,0.3,31,,,,,
0.03,An6,0.4,0.02,TRUE,0.06,4.6,,,An6.T5.TR3.G1,,0.3,Shamkya,G/045,grab,0.05,2,,,,,
0.05,An6,3.8,0.02,TRUE,0.4,4.2,,,An6.T5.TR3.G2,,1.6,Shamkya,G/046,grab,0.15,23,,,,,
ag_ppm,anomaly_id,as_ppm,au_ppm,below_detection,bi_ppm,cu_ppm,easting,elevation_from,elevation_to,from_m,interval_m,lab_id,northing,pb_ppm,project_area,rl,sample_id,sample_type,sb_ppm,to_m,zn_ppm
0.04,An1,2.9,0.01,FALSE,0.05,13.3,498889.544,330.928,327.928,,3,P3/D/BH1-001,2144445.838,4.9,Shamkya,,S001,core,0.1,,37
0.03,An1,0.7,0.005,TRUE,0.07,31.4,498889.544,324.928,323.928,,1,P3/D/BH1-002,2144445.838,5.5,Shamkya,,S002,core,0.05,,34
0.04,An1,1.2,0.005,TRUE,0.18,24.5,498889.544,323.928,322.928,,1,P3/D/BH1-003,2144445.838,4.7,Shamkya,,S003,core,0.08,,36
0.04,An1,0.6,0.005,TRUE,0.24,11.5,498889.544,322.928,321.928,,1,P3/D/BH1-004,2144445.838,7,Shamkya,,S004,core,0.025,,60
0.07,An1,2.3,0.01,FALSE,0.68,37.2,498889.544,321.928,318.928,,3,P3/D/BH1-005,2144445.838,6.1,Shamkya,,S005,core,0.11,,67
0.07,An1,4.7,0.005,TRUE,0.21,51.2,498889.544,318.928,317.928,,1,P3/D/BH1-006,2144445.838,8.8,Shamkya,,S006,core,0.19,,61
0.07,An1,6,0.005,TRUE,0.12,23.7,498889.544,317.928,316.928,,1,P3/D/BH1-007,2144445.838,7.6,Shamkya,,S007,core,0.19,,35
0.17,An1,27.1,0.12,FALSE,2.1,60.1,498889.544,316.928,315.928,,1,P3/D/BH1-008,2144445.838,6.9,Shamkya,,S008,core,0.31,,25
0.1,An1,25.9,0.08,FALSE,1.13,40.2,498889.544,315.928,314.928,,1,P3/D/BH1-009,2144445.838,4.8,Shamkya,,S009,core,0.19,,27
0.06,An1,6.4,0.005,TRUE,0.55,47.3,498889.544,314.928,313.928,,1,P3/D/BH1-010,2144445.838,6.7,Shamkya,,S010,core,0.28,,78
0.09,An1,6.3,0.01,FALSE,0.73,36.3,498889.544,313.928,312.928,,1,P3/D/BH1-011,2144445.838,7.2,Shamkya,,S011,core,0.19,,26
0.12,An1,11.4,0.01,FALSE,0.9,168,498889.544,312.928,311.928,,1,P3/D/BH1-012,2144445.838,5.4,Shamkya,,S012,core,0.24,,20
0.11,An1,6.3,0.005,TRUE,1.59,55.5,498889.544,311.928,310.928,,1,P3/D/BH1-013,2144445.838,7.2,Shamkya,,S013,core,0.3,,69
0.2,An1,6.2,0.005,TRUE,0.34,73.5,498889.544,310.928,309.928,,1,P3/D/BH1-014,2144445.838,18,Shamkya,,S014,core,0.27,,80
0.06,An1,1.6,0.005,TRUE,0.17,47.8,498889.544,309.928,308.928,,1,P3/D/BH1-015,2144445.838,6,Shamkya,,S015,core,0.33,,108
1.52,An1,41.4,0.93,FALSE,2.81,477,,,,,,P3/D/BH1-016,,67.1,Shamkya,,S016,core,0.74,,191
0.1,An1,6.4,0.005,TRUE,0.17,40.5,498889.544,308.928,307.928,,1,P3/D/BH1-017,2144445.838,5.5,Shamkya,,S017,core,0.18,,53
0.1,An1,5.8,0.005,TRUE,0.28,73.1,498889.544,307.928,306.928,,1,P3/D/BH1-018,2144445.838,6.7,Shamkya,,S018,core,0.3,,97
0.07,An1,17,0.005,TRUE,0.25,28.6,498889.544,306.928,305.928,,1,P3/D/BH1-019,2144445.838,7,Shamkya,,S019,core,0.33,,116
1.55,An1,42.1,0.89,FALSE,2.72,466,498889.544,305.928,304.928,,1,P3/D/BH1-020,2144445.838,68.6,Shamkya,,S020,core,0.69,,186
0.02,An1,0.8,0.005,TRUE,0.03,24.6,,,,,,P3/D/BH1-021,,29.1,Shamkya,,S021,core,0.1,,8
0.41,An1,48.9,0.12,FALSE,0.94,125.5,498889.544,304.928,303.928,,1,P3/D/BH1-022,2144445.838,19.4,Shamkya,,S022,core,1.03,,154
0.04,An1,2.2,0.005,TRUE,0.29,21.1,498889.544,303.928,302.928,,1,P3/D/BH1-023,2144445.838,7.5,Shamkya,,S023,core,0.29,,125
0.03,An1,0.9,0.005,TRUE,0.24,13.7,498889.544,302.928,301.928,,1,P3/D/BH1-024,2144445.838,5.1,Shamkya,,S024,core,0.13,,133
0.03,An1,0.8,0.005,TRUE,0.34,13,498889.544,301.928,300.928,,1,P3/D/BH1-025,2144445.838,7.4,Shamkya,,S025,core,0.1,,141
0.04,An1,1.1,0.005,TRUE,0.26,15,498889.544,300.928,299.928,,1,P3/D/BH1-026,2144445.838,5,Shamkya,,S026,core,0.07,,152
0.04,An1,2.2,0.005,TRUE,0.19,21.3,498889.544,299.928,298.928,,1,P3/D/BH1-027,2144445.838,5,Shamkya,,S027,core,0.16,,163
0.05,An1,22,0.005,TRUE,1.28,22.5,498889.544,298.928,297.928,,1,P3/D/BH1-028,2144445.838,14.9,Shamkya,,S028,core,0.17,,180
0.03,An1,1,0.005,TRUE,0.14,8.5,498889.544,297.928,296.928,,1,P3/D/BH1-029,2144445.838,4.9,Shamkya,,S029,core,0.025,,92
0.03,An1,1.2,0.005,TRUE,0.19,16,498889.544,296.928,295.928,,1,P3/D/BH1-030,2144445.838,4.1,Shamkya,,S030,core,0.025,,143
0.02,An1,3.9,0.005,TRUE,0.31,12.3,498889.544,295.928,294.928,,1,P3/D/BH1-031,2144445.838,4.9,Shamkya,,S031,core,0.19,,213
0.05,An1,1.9,0.005,TRUE,0.45,71.9,498794.926,,,11,1,890,2144447.1,20.2,Shamkya,323.512,RC.BH19.012,rc,0.07,12,141
0.07,An1,2.1,0.01,FALSE,0.21,27.9,498794.926,,,12,1,891,2144447.1,13.9,Shamkya,322.512,RC.BH19.013,rc,0.1,13,96
0.08,An1,3.4,0.01,FALSE,0.29,24.1,498794.926,,,13,1,892,2144447.1,9.6,Shamkya,321.512,RC.BH19.014,rc,0.12,14,56
0.21,An1,14.4,0.2,FALSE,1.2,33.9,498794.926,,,14,1,893,2144447.1,15.3,Shamkya,320.512,RC.BH19.015,rc,0.18,15,59
0.15,An1,10,0.04,FALSE,0.97,33.5,498794.926,,,15,1,894,2144447.1,10.6,Shamkya,319.512,RC.BH19.016,rc,0.14,16,66
0.09,An1,3.7,0.01,FALSE,0.53,31.2,498794.926,,,16,1,895,2144447.1,12,Shamkya,318.512,RC.BH19.017,rc,0.14,17,94
0.1,An1,3.5,0.005,TRUE,0.97,53.4,498794.926,,,17,1,896,2144447.1,17.5,Shamkya,317.512,RC.BH19.018,rc,0.14,18,100
0.09,An1,3.9,0.005,TRUE,0.33,36.6,498794.926,,,18,1,897,2144447.1,22.6,Shamkya,316.512,RC.BH19.019,rc,0.17,19,90
0.05,An1,3.3,0.005,TRUE,0.2,54.7,498794.926,,,19,1,898,2144447.1,11.1,Shamkya,315.512,RC.BH19.020,rc,0.15,20,80
0.13,An1,11.5,0.005,TRUE,0.29,32.4,498794.926,,,20,1,899,2144447.1,19.6,Shamkya,314.512,RC.BH19.021,rc,0.13,21,57
0.15,An1,4.5,0.01,FALSE,0.23,15.2,498794.926,,,21,1,900,2144447.1,12.4,Shamkya,313.512,RC.BH19.022,rc,0.09,22,63
0.07,An1,2.7,0.01,FALSE,0.35,23.1,498794.926,,,13,1,901,2144447.1,9.4,Shamkya,321.512,,rc,0.08,14,55
0.12,An1,9.9,0.01,FALSE,0.19,47.5,498794.926,,,22,1,902,2144447.1,5,Shamkya,312.51,RC.BH19.023,rc,0.14,23,58
0.23,An1,22.5,0.02,FALSE,1.37,61.3,498794.926,,,23,1,903,2144447.1,35,Shamkya,311.51,RC.BH19.024,rc,0.13,24,96
0.27,An1,53.9,0.01,FALSE,0.4,43.8,498794.926,,,24,1,904,2144447.1,6.6,Shamkya,310.51,RC.BH19.025,rc,0.3,25,71
0.6,An1,27.4,0.29,FALSE,3.3,31.4,498794.926,,,25,1,905,2144447.1,32.2,Shamkya,309.51,RC.BH19.026,rc,0.65,26,145
0.37,An1,43.7,0.4,FALSE,1.44,56.8,498794.926,,,26,1,906,2144447.1,19,Shamkya,308.51,RC.BH19.027,rc,0.9,27,220
0.01,An1,0.3,0.005,TRUE,0.02,2,498794.926,,,,,907,2144447.1,12,Shamkya,,,rc,0.025,,4
0.67,An1,40.4,0.51,FALSE,1.44,78.4,498794.926,,,27,1,908,2144447.1,25.5,Shamkya,307.51,RC.BH19.028,rc,1.78,28,226
1.18,An1,89.9,0.13,FALSE,1.28,42.4,498794.926,,,28,1,909,2144447.1,38.7,Shamkya,306.51,RC.BH19.029,rc,1.58,29,162
0.06,An1,4.3,0.02,FALSE,0.25,9.3,498794.926,,,29,1,910,2144447.1,6.7,Shamkya,305.51,RC.BH19.030,rc,0.16,30,144
0.05,An1,1.6,0.01,FALSE,0.19,6.7,498794.926,,,30,1,911,2144447.1,5.3,Shamkya,304.51,RC.BH19.031,rc,0.07,31,170
0.06,An1,3.9,0.01,FALSE,0.47,31.1,498794.926,,,31,1,912,2144447.1,9.8,Shamkya,303.51,RC.BH19.032,rc,0.23,32,163
0.04,An1,1.2,0.01,FALSE,0.16,6.9,498794.926,,,32,1,913,2144447.1,5.8,Shamkya,302.51,RC.BH19.033,rc,0.09,33,172
0.18,An1,6.2,0.01,FALSE,0.46,41,498794.926,,,33,1,914,2144447.1,8.8,Shamkya,301.51,RC.BH19.034,rc,0.2,34,145
0.07,An1,9.5,0.01,FALSE,0.34,45.1,498794.926,,,34,1,915,2144447.1,9.9,Shamkya,300.51,RC.BH19.035,rc,0.24,35,160
0.15,An1,3.5,0.005,TRUE,0.52,31.7,498794.926,,,35,1,916,2144447.1,8.8,Shamkya,299.51,RC.BH19.036,rc,0.2,36,172
0.22,An1,13,0.01,FALSE,3.19,70.5,498794.926,,,36,1,917,2144447.1,12.9,Shamkya,298.51,RC.BH19.037,rc,0.18,37,231
0.06,An1,10,0.005,TRUE,0.73,61.6,498794.926,,,37,1,918,2144447.1,6,Shamkya,297.51,RC.BH19.038,rc,0.12,38,168
0.02,An1,2.6,0.005,TRUE,0.17,12.1,498794.926,,,38,1,919,2144447.1,5.1,Shamkya,296.51,RC.BH19.039,rc,0.1,39,139
0.04,An1,3,0.01,FALSE,0.1,15.2,498794.926,,,39,1,920,2144447.1,4.3,Shamkya,295.51,RC.BH19.040,rc,0.09,40,130
0.07,An1,4.6,0.01,FALSE,0.2,58.7,498794.926,,,40,1,921,2144447.1,3.3,Shamkya,294.51,RC.BH19.041,rc,0.12,41,131
0.04,An1,5,0.005,TRUE,0.16,22.1,498794.926,,,41,1,922,2144447.1,3.8,Shamkya,293.51,RC.BH19.042,rc,0.1,42,148
0.03,An1,2.3,0.005,TRUE,0.09,8.4,498794.926,,,42,1,923,2144447.1,4,Shamkya,292.51,RC.BH19.043,rc,0.06,43,110
0.02,An1,1.3,0.005,TRUE,0.1,5.1,498794.926,,,43,1,924,2144447.1,4.2,Shamkya,291.51,RC.BH19.044,rc,0.06,44,110
0.06,An1,4.8,0.005,TRUE,0.14,31,498794.926,,,44,1,925,2144447.1,3.3,Shamkya,290.51,RC.BH19.045,rc,0.13,45,99
0.13,An1,10.8,0.01,FALSE,0.21,48.4,498794.926,,,22,1,926,2144447.1,5.6,Shamkya,312.51,,rc,0.13,23,60
0.07,An1,1.9,0.005,TRUE,0.14,41.5,498794.926,,,45,1,927,2144447.1,2.1,Shamkya,289.51,RC.BH19.046,rc,0.07,46,85
0.09,An1,1.9,0.005,TRUE,0.17,61.3,498794.926,,,46,1,928,2144447.1,2,Shamkya,288.51,RC.BH19.047,rc,0.07,47,55
0.01,An1,35.3,0.005,TRUE,0.27,4.3,498794.926,,,47,1,929,2144447.1,2.6,Shamkya,287.51,RC.BH19.048,rc,0.22,48,65
0.01,An1,71.4,0.005,TRUE,0.2,1,498794.926,,,48,1,930,2144447.1,0.7,Shamkya,286.51,RC.BH19.049,rc,0.31,49,21
0.01,An1,93.8,0.01,FALSE,0.26,0.9,498794.926,,,49,1,931,2144447.1,0.6,Shamkya,285.51,RC.BH19.050,rc,0.52,50,22
0.01,An1,189,0.005,TRUE,0.5,0.9,498794.926,,,50,1,932,2144447.1,0.5,Shamkya,284.51,RC.BH19.051,rc,0.78,51,18
0.01,An1,59,0.005,TRUE,0.44,1.2,498794.926,,,51,1,933,2144447.1,0.9,Shamkya,283.51,RC.BH19.052,rc,0.24,52,26
0.01,An1,69.8,0.005,TRUE,1.19,4.4,498794.926,,,52,1,934,2144447.1,0.9,Shamkya,282.51,RC.BH19.053,rc,0.31,53,30
0.01,An1,204,0.005,TRUE,0.86,2.4,498794.926,,,53,1,935,2144447.1,1.2,Shamkya,281.51,RC.BH19.054,rc,0.72,54,25
0.01,An1,68.3,0.005,TRUE,0.93,4,498794.926,,,54,1,936,2144447.1,0.9,Shamkya,280.51,RC.BH19.055,rc,0.31,55,22
0.01,An1,58.7,0.005,TRUE,1.04,4.3,498794.926,,,55,1,937,2144447.1,0.9,Shamkya,279.51,RC.BH19.056,rc,0.27,56,22
0.01,An1,29.5,0.01,FALSE,2.54,15.3,498794.926,,,56,1,938,2144447.1,0.6,Shamkya,278.51,RC.BH19.057,rc,0.15,57,20
0.01,An1,17.4,0.005,TRUE,2.72,16.1,498794.926,,,57,1,939,2144447.1,0.5,Shamkya,277.51,RC.BH19.058,rc,0.11,58,21
0.01,An1,22.4,0.005,TRUE,2.05,9.3,498794.926,,,58,1,940,2144447.1,0.7,Shamkya,276.51,RC.BH19.059,rc,0.09,59,32
0.01,An1,43.1,0.01,FALSE,1.48,5.4,498794.926,,,59,1,941,2144447.1,0.4,Shamkya,275.51,RC.BH19.060,rc,0.18,60,18
